wavelength,flux,e_flux
3341.000728,-7.177514962e-16,-7.177514962e-16
3338.688791,3.318227104e-17,3.318227104e-17
3336.378671,1.503909904e-15,1.503909904e-15
3334.07037,-1.119573338e-16,-1.119573338e-16
3331.76389,1.217266184e-15,1.217266184e-15
3329.459234,-2.731841601e-16,-2.731841601e-16
3327.156405,6.037571093e-16,6.037571093e-16
3324.855405,-1.228073488e-15,-1.228073488e-15
3322.556238,7.013319547e-16,7.013319547e-16
3320.258906,8.749969969e-16,8.749969969e-16
3317.963412,1.241465296e-15,1.241465296e-15
3315.669758,2.70254433e-15,2.70254433e-15
3313.377946,3.131302582e-16,3.131302582e-16
3311.087981,2.245668289e-15,2.245668289e-15
3308.799864,1.87143107e-15,1.87143107e-15
3306.513599,1.864987492e-15,1.864987492e-15
3304.229187,-1.986331695e-15,-1.986331695e-15
3301.946632,1.596642563e-15,1.596642563e-15
3299.665937,-1.122969613e-16,-1.122969613e-16
3297.387103,7.683017711e-17,7.683017711e-17
3295.110135,8.293094578e-16,8.293094578e-16
3292.835034,-1.538694646e-15,-1.538694646e-15
3290.561803,4.393660414e-16,4.393660414e-16
3288.290445,-2.190419799e-15,-2.190419799e-15
3286.020963,7.491016852e-17,7.491016852e-17
3283.75336,2.763300882e-15,2.763300882e-15
3281.487637,-2.729327012e-15,-2.729327012e-15
3279.223799,-3.387319563e-15,-3.387319563e-15
3276.961847,3.01499344e-15,3.01499344e-15
3274.701785,-9.297165655e-17,-9.297165655e-17
3272.443615,8.601268113e-15,8.601268113e-15
3270.187341,3.270178554e-15,3.270178554e-15
3267.932963,4.791434711e-15,4.791434711e-15
3265.680487,8.999062877e-16,8.999062877e-16
3263.429913,-1.22117894e-16,-1.22117894e-16
3261.181246,-7.218665093e-16,-7.218665093e-16
3258.934487,3.305777638e-16,3.305777638e-16
3256.68964,1.418620908e-14,1.418620908e-14
3254.446707,-3.148404149e-15,-3.148404149e-15
3252.205692,5.013345171e-15,5.013345171e-15
3249.966596,-8.474110724e-15,-8.474110724e-15
3247.729423,-1.166979514e-14,-1.166979514e-14
3245.494175,-2.157229673e-16,-2.157229673e-16
3243.260855,1.048422485e-15,1.048422485e-15
3241.029467,-1.965751836e-14,-1.965751836e-14
3238.800012,-5.589300666e-15,-5.589300666e-15
3236.572493,-1.618732773e-15,-1.618732773e-15
3234.346914,3.732576345e-15,3.732576345e-15
3232.123277,9.604153514e-15,9.604153514e-15
3229.901585,8.559246762e-15,8.559246762e-15
3227.681841,6.452079644e-15,6.452079644e-15
3225.464047,1.755780746e-14,1.755780746e-14
3223.248207,1.396730608e-14,1.396730608e-14
3221.034323,-2.914724901e-15,-2.914724901e-15
3218.822397,3.065492992e-14,3.065492992e-14
3216.612434,4.818437261e-15,4.818437261e-15
3214.404435,-1.195055485e-14,-1.195055485e-14
3212.198403,-5.261850538e-14,-5.261850538e-14
3209.994341,-3.552652423e-15,-3.552652423e-15
3207.792253,-5.579171259e-14,-5.579171259e-14
3205.59214,-1.753148695e-14,-1.753148695e-14
3203.394006,9.610959196e-16,9.610959196e-16
3201.197853,4.645057574e-15,4.645057574e-15
3199.003685,-4.622005493e-15,-4.622005493e-15
3196.811503,-5.334274795e-14,-5.334274795e-14
3194.621312,-5.976212118e-14,-5.976212118e-14
3192.433113,-1.906190838e-15,-1.906190838e-15
3190.246911,-2.481138634e-14,-2.481138634e-14
3188.062706,3.05880667e-14,3.05880667e-14
